1,0,8342,7229,269
2,1,8335,7182,267
3,2,8315,7016,269
4,3,8308,6948,268
5,4,8298,6912,269
6,5,8288,6890,270
7,6,8295,6852,270
8,7,8291,6833,271
9,8,8284,6796,271
10,9,8295,6709,272
11,10,8293,6675,274
12,11,8269,6652,277
13,12,8237,6622,279
14,13,8202,6578,281
15,14,8179,6548,283
16,15,8172,6529,285
17,16,8165,6514,287
18,17,8146,6522,290
19,18,8133,6536,296
20,19,8117,6543,299
21,20,8102,6550,303
22,21,8088,6562,310
23,22,8079,6581,316
24,23,8060,6593,319
25,24,8022,6606,329
26,25,7995,6611,336
27,26,7970,6607,341
28,26,8010,6631,337
29,28,8008,6652,339
30,29,8014,6681,342
31,30,8014,6718,343
32,31,8010,6733,345
33,32,8021,6769,347
34,33,8019,6783,348
35,34,8039,6807,348
36,35,8054,6825,346
37,36,8063,6850,344
38,37,8076,6862,344
39,38,8063,6897,343
40,39,8021,6917,341
41,40,7964,6932,339
42,41,7926,6943,337
43,27,7937,6602,349
44,43,7895,6600,361
45,44,7856,6585,371
46,45,7817,6565,379
47,46,7785,6550,385
48,47,7723,6512,394
49,48,7661,6462,405
50,49,7567,6416,417
51,50,7529,6376,426
52,51,7479,6328,438
53,52,7412,6255,452
54,53,7402,6245,455
55,54,7354,6194,465
56,55,7312,6141,477
57,56,7245,6069,498
58,57,7221,6040,509
59,58,7197,6034,517
60,59,7174,6029,525
61,60,7152,6020,535
62,61,7123,5990,545
63,62,7098,5955,554
64,63,7087,5908,564
65,64,7071,5897,568
66,65,7065,5886,572
67,66,7041,5877,573
68,67,7026,5863,580
69,68,6996,5857,585
70,69,6971,5846,589
71,70,6947,5833,593
72,71,6913,5817,598
73,72,6878,5794,609
74,73,6855,5780,614
75,74,6831,5757,614
76,75,6818,5740,612
77,65,7070,5883,570
78,77,7056,5863,572
79,78,7051,5845,576
80,79,7025,5809,582
81,80,6999,5780,587
82,81,6992,5752,590
83,82,6979,5736,591
84,83,6968,5692,599
85,84,6942,5655,599
86,85,6918,5650,598
87,86,6882,5603,598
88,87,6847,5552,599
89,88,6833,5528,598
90,89,6825,5522,601
91,90,6842,5508,601
92,91,6840,5481,606
93,92,6839,5492,612
94,93,6836,5484,617
95,94,6827,5480,619
96,95,6833,5481,625
97,96,6835,5452,628
98,97,6837,5422,633
99,98,6834,5400,638
100,99,6824,5384,643
101,100,6810,5333,648
102,101,6799,5290,651
103,102,6797,5261,655
104,103,6814,5223,658
105,104,6828,5198,660
106,105,6831,5171,663
107,106,6832,5151,666
108,107,6827,5123,670
109,108,6839,5079,674
110,109,6838,5043,676
111,110,6838,5004,679
112,111,6833,4958,682
113,112,6831,4921,687
114,113,6831,4893,691
115,114,6840,4876,693
116,115,6837,4866,696
117,116,6842,4842,698
118,117,6847,4827,698
119,118,6840,4818,700
120,119,6836,4801,702
121,120,6841,4765,703
122,121,6842,4751,704
123,122,6837,4740,704
124,123,6848,4721,704
125,124,6857,4705,707
126,125,6850,4685,709
127,126,6860,4668,709
128,7,8324,6846,270
129,128,8363,6843,270
130,129,8430,6854,269
131,130,8506,6859,269
132,130,8424,6857,266
133,132,8392,6868,262
134,133,8372,6876,254
135,134,8354,6893,250
136,135,8356,6916,246
137,136,8356,6917,243
138,137,8359,6912,238
139,138,8344,6896,235
140,139,8349,6855,233
141,140,8368,6765,231
142,5,8269,6925,267
143,142,8239,6938,264
144,143,8225,6910,262
145,144,8233,6895,262
146,145,8229,6880,262
147,146,8240,6866,262
148,147,8228,6850,262
149,148,8210,6848,261
150,149,8197,6836,261
151,150,8185,6836,261
152,151,8170,6834,259
153,152,8163,6840,259
154,153,8146,6839,259
155,154,8141,6849,258
156,155,8129,6849,258
157,156,8124,6860,258
158,157,8109,6866,258
159,158,8095,6883,259
160,159,8089,6915,259
161,160,8054,6939,257
162,161,8038,6967,259
163,162,8020,6993,258
164,163,8004,7024,258
165,164,8012,7028,262
166,165,8027,7019,264
167,166,8029,7013,265
168,167,8051,7013,265
169,168,8069,7010,264
170,169,8098,6994,263
171,170,8116,6982,262
172,171,8118,6960,261
173,172,8132,6953,259
174,173,8127,6941,258
175,174,8143,6941,256
176,175,8144,6932,255
177,176,8139,6916,254
178,177,8134,6912,254
